credit_score,first_payment_date,total_units,occupancy_type,debt_to_income_ratio,loan_amount,interest_rate,postal_code,loan_purpose,loan_term,defaulted,default_month,six_month_interval_label,loan_to_value_ratio,income,applicant_race,applicant_sex,applicant_age,hmda_index,defaulted_in_six_months,defaulted_in_one_year
754,2021-03-01,1,P,20-<30,295000,2.875,32400,R,360,0,,3,58.98,85.0,5,2,55-64,5365082,0,0
753,2021-01-01,1,S,45,385000,3.0,96100,R,360,0,,3,46.476,179.0,5,1,55-64,7904488,0,0
795,2021-01-01,1,P,20-<30,345000,2.5,91700,R,180,0,,3,36.316,237.0,2,2,45-54,4053478,0,0
787,2021-02-01,1,P,38,175000,2.75,94500,R,360,0,,3,16.97,59.0,2,1,55-64,4767225,0,0
782,2021-01-01,1,P,20-<30,235000,3.0,14800,R,360,0,,3,79.77,82.0,5,1,35-44,863227,0,0
781,2021-01-01,1,P,20-<30,125000,2.625,14700,P,360,0,,3,95.0,65.0,5,1,25-34,5260269,0,0
785,2021-01-01,1,I,48,265000,3.625,91700,R,360,0,,3,65.0,55.0,2,1,55-64,2969276,0,0
773,2021-01-01,1,P,39,95000,2.875,32200,R,360,0,,3,58.6,88.0,5,2,35-44,2374359,0,0
785,2021-02-01,1,P,42,125000,2.875,14400,P,360,0,,3,64.6,34.0,2,1,35-44,5780620,0,0
804,2021-02-01,1,P,43,235000,3.375,33300,R,360,0,,3,60.5,69.0,5,1,35-44,7757376,0,0
723,2021-01-01,1,P,30-<36,215000,3.0,76000,R,240,0,,3,51.682,103.0,3,2,65-74,1381595,0,0
752,2021-02-01,1,P,20-<30,185000,2.75,95800,R,240,0,,3,50.87,65.0,5,2,35-44,2366077,0,0
755,2021-01-01,1,P,20-<30,295000,2.875,77000,R,240,0,,3,72.5,193.0,5,1,35-44,3989906,0,0
747,2021-01-01,1,P,30-<36,395000,2.375,95100,R,180,0,,3,41.133,145.0,2,1,35-44,7251027,0,0
714,2021-01-01,1,P,30-<36,355000,2.875,33100,P,360,0,,3,95.0,150.0,6,1,35-44,4882155,0,0
733,2021-01-01,1,P,30-<36,145000,3.125,14800,P,360,0,,3,88.73,36.0,6,1,<25,863012,0,0
786,2021-01-01,1,P,30-<36,395000,3.25,90700,R,360,0,,3,72.0,122.0,3,1,65-74,826176,0,0
726,2021-02-01,1,P,36,175000,2.75,92300,R,360,0,,3,62.5,63.0,3,1,35-44,3170143,0,0
796,2021-02-01,1,P,36,385000,2.25,78000,R,180,0,,3,68.693,166.0,5,1,45-54,3819444,0,0
778,2021-01-01,1,P,41,315000,2.875,95300,R,240,0,,3,57.818,84.0,6,1,45-54,6255704,0,0
806,2021-01-01,1,P,20-<30,355000,2.99,32700,R,360,0,,3,69.13,160.0,5,1,45-54,2546772,0,0
800,2021-01-01,1,P,30-<36,315000,2.875,10500,R,240,0,,3,59.03,85.0,5,1,55-64,2137862,0,0
782,2021-01-01,1,I,30-<36,315000,3.125,94500,R,240,0,,3,41.184,305.0,2,1,45-54,6477888,0,0
794,2021-01-01,1,P,<20,365000,2.625,95600,R,180,0,,3,24.983,501.0,5,2,35-44,400596,0,0
801,2021-01-01,1,P,<20,225000,2.875,76100,R,240,0,,3,67.692,185.0,2,1,25-34,6178433,0,0
801,2021-01-01,1,P,20-<30,465000,2.375,75200,P,180,0,,3,49.733,256.0,5,1,45-54,3305710,0,0
809,2021-01-01,1,P,20-<30,305000,2.5,76100,R,180,0,,3,73.23,141.0,5,1,55-64,994485,0,0
792,2021-01-01,1,P,20-<30,295000,2.375,95100,R,360,0,,3,39.85,203.0,2,1,55-64,2314419,0,0
809,2021-01-01,1,P,42,315000,2.5,90200,R,360,0,,3,58.889,99.0,2,1,45-54,6389241,0,0
779,2021-01-01,1,P,45,235000,2.625,92300,R,180,0,,3,73.42,104.0,2,1,55-64,6794528,0,0
792,2021-01-01,1,P,30-<36,395000,2.999,91900,R,360,0,,3,58.176,100.0,5,1,45-54,7567299,0,0
790,2021-01-01,1,S,20-<30,255000,2.875,34200,P,360,0,,3,78.723,175.0,5,1,55-64,6835032,0,0
741,2021-01-01,1,P,41,355000,2.999,33000,R,360,0,,3,72.449,104.0,5,1,35-44,7344604,0,0
789,2021-01-01,1,P,20-<30,765000,2.5,11200,P,360,0,,3,71.3,210.0,5,1,35-44,4772391,0,0
777,2021-04-01,1,P,20-<30,765000,2.5,11200,P,360,0,,3,71.3,210.0,5,1,35-44,4772391,0,0
771,2021-01-01,1,P,30-<36,285000,2.5,33300,R,180,0,,3,57.49,82.0,5,2,55-64,4368572,0,0
706,2021-01-01,1,P,38,525000,2.999,91700,R,360,0,,3,73.239,143.0,5,1,35-44,7297788,0,0
759,2021-01-01,1,P,30-<36,265000,2.999,95200,R,360,0,,3,73.17,105.0,6,2,25-34,5955111,0,0
